"","AdText","Affiliation","AffililationNum","AffililationObj"
"11","""Free Figure's Black Power Rally at VCU:""","Liberal","0.202252805233002","list(Conservative = 0.186723962426186, Green = 0.401709318161011, Liberal = 0.202252805233002, Libertarian = 0.209314003586769)"
"12","A woman pretended Afro-American to gain control over black community association The president of a local NAACP chapter in Spokane, Washington is under investigation after her parents publicly accused her of lying being African American. Both parents of Rachel Dolezal are white. Rachel Dolezal also serves as the chair of Spokane's Office of Police Ombudsman Commission and is an adjunct professor of Africana Studies at Eastern Washington University. Dolezal falsely identified herself as African-American in order to be appointed as a chair. Dolezal's parents paid attention to the official documents, including a birth certificate, confirming that Rachel is part Swedish, Czech, and German with ""traces"" of Native American heritage. We see, how whites are trying to gain control over traditionally black organization that protects the rights and interests of the black community. In the Dolezal's case it is unlikely it was a mistake or personally motivated fraud. Simply she was given a task to join the association of black community in order to control it and hold the interests of white majority. We need a deep inspection of Rachel Dolezal's activities while she was a president of the local branch of the Association of black people! In order not to repeat similar cases in future we need a careful control of all appointments by black community! As it is, there is a dominance of whites in police departments and authorities of cities with a predominantly black population!","Liberal","0.672915935516357","list(Conservative = 0.138837039470673, Green = 0.0242169871926308, Liberal = 0.672915935516357, Libertarian = 0.164030089974403)"
"13","2Pac believed in Fight Tupac Shakur was indeed not just one of the greatest rappers of all time but a worldly icon whose status in hip-hop culture can never be replaced. His revolutionary knowledge mixed with street experience made him powerful unstoppable force that spoke to the hearts of millions of people. His songs touch on a number of engaging topics, including religion, women, oppression, etc. 2Pac was a humanitarian, who stood up for those who couldn't stand up for themselves. He believed in Fight and Speaking the Truth. Nowadays a lot of singers, both black and white use their music to sell records, just for making money. American society at all levels became too corruptive, starting from our government and ending with ordinary citizens. On the contrary Tupac did his music to influence the world. That's why he spoke to issues of poverty, oppression and racism. Today young African-Americans have fallen under bad influence of money, drugs and so on. Yeah, it is all started from the government's attitude towards Blacks. But let's remember Tupac and his ability to question the social order. Changes, one of his popular songs, asks everyone to change their lifestyles for better society. He always asked people to share with each other and to learn to love each other.","Liberal","0.458243548870087","list(Conservative = 0.186132743954659, Green = 0.027394974604249, Liberal = 0.458243548870087, Libertarian = 0.328228712081909)"
"14","Today we celebrate the legendary rapper who ever lived: Happy B-day, Tupac! The greatest of all time rapper is known not only for his music but for the wise words he spoke and his strength in standing up against oppression. His real name was Lesane Parish Crooks. Shakur was only 25 years old at the time he was shot and killed in 1996. His killer has never been caught. We will never forget 2Pac. Today we remember him on what would've been his 44th Birthday.","Liberal","0.291858047246933","list(Conservative = 0.230703040957451, Green = 0.113679490983486, Liberal = 0.291858047246933, Libertarian = 0.363759458065033)"
"15","It is an American history. African-American citizens sat behind signs like these on city buses.","Liberal","0.199253380298615","list(Conservative = 0.186985746026039, Green = 0.263521522283554, Liberal = 0.199253380298615, Libertarian = 0.350239366292953)"
"16","Americans so much effort to hate each other instead of putting the effort into doing something useful. Stop racism! We all belong to ONE HUMAN RACE.","Liberal","0.286754697561264","list(Conservative = 0.202923402190208, Green = 0.204507946968079, Liberal = 0.286754697561264, Libertarian = 0.305813938379288)"
"17","No national outrage for an incident at pool party where a black teen was shot to death        Today, the pool party in Georgia is even more shocking than a recent pool party in Texas. A young man from Georgia was shot to death at a pool party at Fayette. It was an advertised on social 200 teenager's pool party which ended up with shootings of unknown assailant for unknown reasons. One of the five injured, a 19-year-old black teenager Clanton passed away on the way to hospital. In fact, the media has not made a transparent effort to cover up the incident. Why the pool party in Georgia is a silent story? Why the police was not aware of a large party? Why this story has no national outrage? Is it ok when a black teenager dies? Unfortunately, the responding police officers were not able to prevent the tragedy. From these facts one might conclude, police officers know the easiest ways to arrest people, but they are irresponsible to avoid the shootings at the average pool party.","Liberal","0.329870104789734","list(Conservative = 0.0922900065779686, Green = 0.0259349346160889, Liberal = 0.329870104789734, Libertarian = 0.55190497636795)"
"18","A 13-year-old child was tasered by cop for skateboarding        A San Diego sheriff's deputy was filmed tasering 13-year-old child in the spine for skateboarding. Witnesses reported that the cop tried to force them to delete videos from their phones. Videos show how the child writhes in agony from being tased. Police said that the child ran away from home and was missing for a day-and-half. However it doesn't give the reason to taser a child. We see another case of police misconduct, when the policeman actually attacked the child. This case should reach the court, because the child hasn't done anything unlawful. The policeman exceeded his powers and used force against a child. So he should be punished. Before the trial nothing's gonna change and cops are about to do whatever they want. The task of all Americans who have witnessed police brutality is to extend all the information about it in order to reach out the government and the court.","Liberal","0.00984677951782942","list(Conservative = 0.00584366265684366, Green = 0.000707232160493731, Liberal = 0.00984677951782942, Libertarian = 0.983602404594421)"
"19","Only 9 days this year nobody was killed by police        According to data from Mapping Police Violence there are only 9 days this calendar year when nobody was killed by police in the USA. Since January 1, 2015 at least 508 people have now been killed by policemen. Moreover, analyzing all deaths caused by police, African-American and Hispanic people are more likely to be killed than Whites. Figures show that the index of deaths for black people is 3.45 per million, while for whites it is 1.26 per million. Add here military-style equipment and non-lethal weapons, given to cops. And only 0.02 per cent of the nation's police forces are investigated each year. Only 0.02! That means, US policemen are immune from criminal changes in their killings. That's why they carry out their daily police raids to destroy the population at the territories under their control.","Liberal","0.237092956900597","list(Conservative = 0.0773135274648666, Green = 0.0137874158099294, Liberal = 0.237092956900597, Libertarian = 0.671806156635284)"
"20","In early 1900s this Black Americana Chocolate Eyes Ad Art was popular in the USA. They made money from our pain and suffering! Though today we don't see such ads, racism still exists in the American society.","Liberal","0.538838863372803","list(Conservative = 0.298896312713623, Green = 0.0218855515122414, Liberal = 0.538838863372803, Libertarian = 0.14037923514843)"
"21","Sadness and shocking tragedy at historically black church in Charlestone *CLICK TO GET LIVE UPDATES ON OUR PAGE* A white gunman opened a fire at pastor and 8 other church members at black church in Charlestone, S.0 on Wednesday night. The young clean-shaved shooter walked in during a prayer meeting and started shooting the people. Charleston Police Chief Greg Mullen said that the incident would be investigated as hate crime. Emanuel AME Church is a historically Africa-American church which was found by Denmark Vesey in order to organize a slave revolt in 1822. Despite the first black American president, Africa-Americans remain the most common victims of hate crimes. But what if the hate crime relates to xenophobia? American xenophobia is based on the dominant white heritage that is giving birth to another form of hate and discrimination. These forms take another level of hate. Unfortunately, American tolerance is not what we think it is. US public is swapping patriotism for nationalism, tolerance for Islamophobia, racism and anti-immigrant sentiment. For instance, last February American gunman killed three young Muslims two miles away from the University of North Carolina campus. Was this gunman motivated by hate and intolerance? Should we expect for more hate-crimes? What if American racial change still occurs through generations? What of it racism happens due to unequal opportunities? What if America is still a deeply racist country? What if the church is not a safe place anymore? #CharlestonShooting #chsnews","Liberal","0.501774787902832","list(Conservative = 0.316260367631912, Green = 0.0121472934260964, Liberal = 0.501774787902832, Libertarian = 0.169817551970482)"
"22","Rachel Dolezal is wearing the other persons shoes. Rachel Dolezal drew attention to her racial identification. A white-born former NAACP leader claimed to be black. The criticism towards Dolezal stems controversy around her identity and her position as the president of the NAACP in Washington. Today. Dolezal sees herself as first transracial. Rachel Dolezal stated that her racial identity was black, American Indian; white and two more races. Moreover if she proves that she is black; than anyone else will be able to prove that he/she is not even a human being. What do you think about her? What kind of rights should she have?","Conservative","0.747695088386536","list(Conservative = 0.747695088386536, Green = 0.00575081910938025, Liberal = 0.108303934335709, Libertarian = 0.138250231742859)"
"23","The violent pool story #3. White police officer slammed black teen against his        car This black family from Ohio will never forget the June 9th. According to the family's testimony, Krystal Dixon and her sister Maya Dixon took their eight children, nephews and nieces to Ohio public school in a Fairfield. Nevertheless, the pool employee demanded the family to leave due to one of the children did not have swim trunks. One of the boys broke the rules and the staff asked the family to leave. As six-months pregnant Krystal Dixon walked to the parking lot, the police officer grabbed her arm and asked for an ID-card. The witness video shows how the police officer pepper sprayed Dixon's family and grabbed 12-year-old child by neck. But according to the Fairfield police department, the white police officer did not use excessive force. Did the pool staff force them to leave because they were black? Was it a race factor? Don't you think the police officer's attempt to arrest Krystal Dixon was unlawful? How the police officers should be charged? What kind of right of defense do you have against unlawful arrests? These days, there is far more to being a ""good cop"" than choosing not to hurt innocent people. Plus, when are we going to stop being stereotypical? Even today, the stereotypes effect black population of the United States of America transmitted through music, lyrics, titles, literature, movies and folk saying. White Americans across the country embrace African-Americans the image of criminals and looters. How are we going to live with that?","Liberal","0.0643248930573463","list(Conservative = 0.0596176981925964, Green = 0.0038783592171967, Liberal = 0.0643248930573463, Libertarian = 0.872179090976715)"
"24","What else has to happen for you all to realize black lives matter?","Conservative","0.488801896572113","list(Conservative = 0.488801896572113, Green = 0.118443876504898, Liberal = 0.213650926947594, Libertarian = 0.179103285074234)"
"25","Thousands Walk Hand In Hand Across Ravenel Bridge To Show Support For Mother Emanuel Church On Sunday evening, hours after Emanuel A.M.E. Church opened its doors for the first service following the killing of nine of its congregants Wednesday, thousands in Charleston took to the streets in a show of support and solidarity. Observers on the bridge, and thousands more at the base, joined hands to create a ""unity chain,"" then held a moment of silence that lasted five minutes in honor of the fallen. Police estimated that 10,000 to 15,000 took part in Sunday's gathering, according to the Post and Courier. Cars drove slowly past the bridge, taking in the sight and honking horns in solidarity as people chanted ""Charleston strong!"" Throughout history people start to unite only when they face danger or when they're in times of great sorrow. Modern America is accustomed to meet only imaginary dangers, however, Americans are getting more and more reasons to sorrow over something day by day. Does it mean that the key to the unity of 330 million Americans is constant fear and unending sorrow? Does it mean that only this can make Americans unite and forget about the infighting and differences? Unfortunately, yes, it does.","Liberal","0.849974572658539","list(Conservative = 0.0112053984776139, Green = 0.125514015555382, Liberal = 0.849974572658539, Libertarian = 0.0133060170337558)"
"26","Whatever the white man has done. Black Americans have done, and often even better. Miss Black America in 1969.","Conservative","0.258543848991394","list(Conservative = 0.258543848991394, Green = 0.296614795923233, Liberal = 0.205927774310112, Libertarian = 0.238913610577583)"
"27","How many of you believe in Black Jesus?        There is quite a big number of people arguing about ethnicity of Jesus Christ. Was Jesus white, olive-skinned or black? The Coptic Museum in Cairo, Egypt owns the earliest painting of Jesus Christ in the Church of Rome (6th century) where skin color of Jesus was black.","Liberal","0.309276223182678","list(Conservative = 0.240615427494049, Green = 0.154022321105003, Liberal = 0.309276223182678, Libertarian = 0.296085983514786)"
"28","Black is beautiful. God knows what he is doing. The Black skin is a glorious symbol of national greatness.","Conservative","0.278007835149765","list(Conservative = 0.278007835149765, Green = 0.277291059494019, Liberal = 0.211796328425407, Libertarian = 0.23290479183197)"
"29","A small group of activists burned two confederate flags in response to shooting in Charleston, South Carolina.        Why the symbol of the pro-slavery rebellion is still flying on the ground of South Carolina? Why the symbol of white supremacy is still flying on the South Carolina statehouse in Columbia? Why the flag that represents the murder of blacks was not removed from the national statehouse? The confederate flag represents terrorism, reminding us about the slavery time, racism and people that were murdered in a hate-crime. Today, we ask to remove this symbol of racism that flies 120 miles away from the Emanuel African Methodist Episcopal Church in Charleston. Yes, we must wipe off every single symbol of racism from the United States of America including the confederate flag, KKK and other racist organizations. We must give new names to the streets which were named after racist political figures and slave traders. We must remove monuments dedicated to Andrew Jackson, Robert Lee, Benjamin Huger, James Longstreet who owned slaves on their farms. How can we ever expect to get the racist symbols removed until we show ourselves to be men the same as any other race of men?","Liberal","0.556115031242371","list(Conservative = 0.423431575298309, Green = 0.0017225198680535, Liberal = 0.556115031242371, Libertarian = 0.0187309253960848)"
"30","Such a beautiful day! Such a beatiful view!","Liberal","0.150930047035217","list(Conservative = 0.0992743149399757, Green = 0.660596787929535, Liberal = 0.150930047035217, Libertarian = 0.0891988500952721)"
"31","McKinney Police Officer Involved In Pool Party Incident        Eric Casebolt, the McKinney, police officer who was caught on video pinning a teenage girl to the ground and pulling his gun on others at a pool party, has resigned Tuesday evening. The McKinney Police Department, Chief Of Police Greg Conley said that Casebolt's decision to leave was voluntary and that he would continue to collect a pension and benefits. Why are the police so aggressive? It's in every state around the country. The young girl at the pool party was treated horrible. Our society needs police, good police, people who will solve crimes but, unfortunately, today we need someone who will protect us from the police. At the same time, it is good that millions of regular people got a glimpse of what kind of policing minorities have endured for decades.","Conservative","0.175970107316971","list(Conservative = 0.175970107316971, Green = 0.0114041632041335, Liberal = 0.0812461674213409, Libertarian = 0.731379449367523)"
"32","Say it loud - ""I am Black and I'm proud:""","Liberal","0.251215934753418","list(Conservative = 0.19439734518528, Green = 0.351002067327499, Liberal = 0.251215934753418, Libertarian = 0.20338474214077)"
"33","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"34","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"35","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"36","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"37","Keeping eye on our brother's cases and much more","Liberal","0.340281784534454","list(Conservative = 0.10326325148344, Green = 0.37833297252655, Liberal = 0.340281784534454, Libertarian = 0.178122013807297)"
"38","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"39","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"40","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"41","Join us because we care. Black matters.","Liberal","0.242953836917877","list(Conservative = 0.202351987361908, Green = 0.29984849691391, Liberal = 0.242953836917877, Libertarian = 0.254845678806305)"
"42","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"43","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"44","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"45","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"46","Your life matter.My life matter. Black matters.","Conservative","0.217171087861061","list(Conservative = 0.217171087861061, Green = 0.375293582677841, Liberal = 0.18990869820118, Libertarian = 0.217626631259918)"
"47","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"48","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"49","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"50","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"51","We really can change the world if we stay united.","Liberal","0.167628288269043","list(Conservative = 0.146035566926003, Green = 0.481630086898804, Liberal = 0.167628288269043, Libertarian = 0.204706057906151)"
"52","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"53","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"54","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"55","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"56","Black matters because everyone's life matters","Liberal","0.206033542752266","list(Conservative = 0.173728793859482, Green = 0.298431485891342, Liberal = 0.206033542752266, Libertarian = 0.321806192398071)"
"57","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"58","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"59","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"60","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"61","We can be heard only when we stand together. Black matters.","Liberal","0.235198959708214","list(Conservative = 0.159590065479279, Green = 0.420400857925415, Liberal = 0.235198959708214, Libertarian = 0.184810221195221)"
"62","African-American soldiers played a decisive role in the US Army on the western frontier during the Plains Wars, but it's not mentioned in our history books.","Liberal","0.43886587023735","list(Conservative = 0.133888453245163, Green = 0.29029393196106, Liberal = 0.43886587023735, Libertarian = 0.136951729655266)"
"63","Cornel West on Obama: ""The First Black President Has Become The First Niggerized Black President""        Reacting to President Obama's use of the n-word on Marc Maron's podcast, Cornel West called him the first ""niggerized"" president in an appearance on CNN. West criticized Obama as ""a person who is afraid and intimidated when it comes to putting a spotlight on white supremacy."" ""A niggerized black person is a black person who is afraid and scared and intimidated when it comes to putting a spotlight on white supremacy and fighting against white supremacy,"" West explained. ""So when many of us said we have to fight against racism, what were we told? 'No, he can't deal with racism because he has other issues, political calculations. He's the president of all America, not just black America.' We know he's president of all America but white supremacy is American as cherry pie."" West is right as usual. African minorities would choose Mr. West in 2009 and 2012 instead of Obama. But we had no choice. Cornel is a good leader, he knows what black community is suffering from. Obama was promoted by big corporations owned by white people. Obama never tried to protect blacks from police pressure, never tried to stop police violence against blacks. Just count how many black lives were destroyed during his presidency. The number is horrific.","Liberal","0.766348898410797","list(Conservative = 0.165501639246941, Green = 0.00127357163000852, Liberal = 0.766348898410797, Libertarian = 0.0668758824467659)"
"64","Autopsy Says Freddie Gray Died After Sustaining 'High-Energy Injury' in Police Van        The Baltimore state medical examiner's office has found that Freddie Gray likely died from a single ""high-energy injury"" sustained as he rode shackled in the back of a police van on the day of his arrest, according to an autopsy report obtained by the Baltimore Sun. The autopsy report suggested that Gray may have attempted to stand up during the van ride, and that the injury could have occurred as he was thrown against the van wall when the vehicle changed direction. Like really? When police took Gray to the hospital, doctors determined that he had sustained a severed spine and crushed voice box. High-energy injury? We don't think so. It's hard to believe. Do they think we're idiots or something? Cops imprison you, shoot you, sever your spine, crush your larynx, send you to war, keep you poor, call you a thug and get away with it. There's no excuse for what happened to Freddie.","Conservative","0.263604700565338","list(Conservative = 0.263604700565338, Green = 0.111962735652924, Liberal = 0.162133529782295, Libertarian = 0.462299078702927)"
"65","Ella Baker. The woman behind the scenes. Not many of you will probably be able to recognize Ella Baker, who was a hero of the civil rights Freedom Movement, racial and economic injustice for five decades. Her job was to put together the pieces in order to create a strong organization in the face of racism and injustice. She played a key role in NAACP; Student Nonviolent Coordinating Committee and Martin Luther King's Southern Christian Leadership Conference.","Liberal","0.676185071468353","list(Conservative = 0.17442598938942, Green = 0.0404658988118172, Liberal = 0.676185071468353, Libertarian = 0.108923055231571)"
"66","Black Matters","Liberal","0.223389253020287","list(Conservative = 0.220771595835686, Green = 0.323100537061691, Liberal = 0.223389253020287, Libertarian = 0.232738614082336)"
"67","Philosophy of African-American activist Huey Newton        Huey Newton was an African-American political activist and a leader of generation of black, best known for founding the militant Black Panther Party in 1966. As a child, Newton experienced racial discrimination that influenced him to create the Black Panther Party as a voice of black people. His party grew up to a size of 5,000 full time party workers in 45 branches across America and inspired generation in North America to join the struggle against oppression. But he was shot to death in August 1989.","Liberal","0.895685970783234","list(Conservative = 0.0479796603322029, Green = 0.0282067507505417, Liberal = 0.895685970783234, Libertarian = 0.0281276758760214)"
"68","More riots are coming this summer ... unless What is the most important thing the government must to do this year in order our country to live in peace? The criminal justice system is very important institution where law enforcement investigate a crime gathering evidences to identify the presumed perpetrator ensuring that rights of the convicted are respected. But what if American criminal justice reform outdated and the country need to focus on a renewed sense of justice? What if disproportionate punishment is the main challenge of the criminal justice system? Disproportionate punishments known far and wide across the United States of America. Consequently, the victim's skin color plays a crucial role in deciding what kind of punishment he will receive. For instance, you are more likely to be sentenced to death if you have killed a white person. Frankly speaking, if the government wants to keep the country away from the summer urban riots, then they must think about the living standards of black population that is several times below the living standards of white people in America. In addition, the White House must reduce the unemployment rates of black population by revising the hiring policy for black Americans. Therefore, if we want a life's balance, the government have to reconsider all these things, because Black Americans lives matter.","Liberal","0.320368200540543","list(Conservative = 0.140465885400772, Green = 0.0202456936240196, Liberal = 0.320368200540543, Libertarian = 0.518920242786407)"
"69","Fifty years ago, 48% of African American adults and 57% of African American children lived in poverty. Today, only 28% of African American adults and 38% of African American children live in poverty. We've come so far, but still there is a long way to go.","Liberal","0.28332394361496","list(Conservative = 0.181888088583946, Green = 0.194658294320107, Liberal = 0.28332394361496, Libertarian = 0.340129643678665)"
"70","7-Year-Old Madeleine from Charleston drew this picture in order to show us that being colorblind is awesome and we should give it a try.","Liberal","0.314882636070251","list(Conservative = 0.239379987120628, Green = 0.195358872413635, Liberal = 0.314882636070251, Libertarian = 0.250378489494324)"
"71","Sadness and shocking tragedy at historically black church in Charlestone        A white gunman opened a fire at pastor and 8 other church members at black church in Charlestone, S.0 on Wednesday night. The young clean-shaved shooter walked in during a prayer meeting and started shooting the people. Charleston Police Chief Greg Mullen said that the incident would be investigated as hate crime. Emanuel AME Church is a historically Africa-American church which was found by Denmark Vesey in order to organize a slave revolt in 1822. Despite the first black American president, Africa-Americans remain the most common victims of hate crimes. But what if the hate crime relates to xenophobia? American xenophobia is based on the dominant white heritage that is giving birth to another form of hate and discrimination. These forms take another level of hate. Unfortunately, American tolerance is not what we think it is. US public is swapping patriotism for nationalism, tolerance for Islamophobia, racism and anti-immigrant sentiment. For instance, last February American gunman killed three young Muslims two miles away from the University of North Carolina campus. Was this gunman motivated by hate and intolerance? Should we expect for more hate-crimes? What if American racial change still occurs through generations? What of it racism happens due to unequal opportunities? What if America is still a deeply racist country? What if the church is not a safe place anymore?","Liberal","0.52081173658371","list(Conservative = 0.300145238637924, Green = 0.0120422160252929, Liberal = 0.52081173658371, Libertarian = 0.167000755667686)"
"72","Patriotism comes from your heart... follow its dictates and don't live a false life. Join!","Conservative","0.176529482007027","list(Conservative = 0.176529482007027, Green = 0.219198107719421, Liberal = 0.144060879945755, Libertarian = 0.460211485624313)"
